date,product_type,price_per_ton,volume_tons,destination_country,market_indicator,price_volatility,exchange_rate_TND_USD
2016-11-05,TOMATOES,752.36,417.69,Italy,STABLE,0.336,2.766
2016-11-05,CITRUS_FRUITS,907.18,416.91,Spain,VOLATILE,0.364,3.13
2016-11-06,OLIVE_OIL,2551.74,391.77,USA,VOLATILE,0.341,3.393
2016-11-13,PEPPERS,1085.73,397.33,Netherlands,STABLE,0.399,3.27
2016-11-13,DATES,2481.25,413.01,France,RISING,0.153,3.062
2016-11-19,TOMATOES,637.6,500.42,France,VOLATILE,0.096,2.97
2016-11-20,DATES,2019.63,53.07,France,VOLATILE,0.349,3.289
2016-11-20,OLIVE_OIL,2629.73,153.96,Italy,VOLATILE,0.134,3.006
2016-11-22,CITRUS_FRUITS,627.67,408.45,Saudi Arabia,VOLATILE,0.238,3.215
2016-11-22,DATES,1548.74,357.9,Italy,RISING,0.162,3.368
2016-11-27,OLIVE_OIL,3781.7,421.17,France,STABLE,0.2,2.923
2016-12-09,OLIVE_OIL,3437.66,384.46,Spain,FALLING,0.192,2.881
2016-12-12,TOMATOES,661.92,47.19,Germany,VOLATILE,0.078,2.816
2016-12-12,TOMATOES,661.01,514.2,Germany,STABLE,0.334,3.187
2016-12-16,OLIVE_OIL,2419.65,351.33,Spain,STABLE,0.082,3.038
2016-12-16,WHEAT,208.16,413.55,Germany,RISING,0.082,2.852
2016-12-16,OLIVE_OIL,3347.52,67.18,Netherlands,VOLATILE,0.34,2.883
2016-12-16,TOMATOES,868.74,363.3,Spain,VOLATILE,0.375,2.664
2016-12-22,OLIVE_OIL,3523.76,398.3,USA,VOLATILE,0.155,2.979
2016-12-27,DATES,1974.06,111.6,France,FALLING,0.074,2.99
2016-12-28,OLIVE_OIL,3292.2,157.95,Germany,VOLATILE,0.151,2.899
2016-12-28,TOMATOES,855.01,285.98,Spain,FALLING,0.274,2.882
2016-12-29,OLIVE_OIL,3210.44,212.73,Netherlands,STABLE,0.077,2.687
2016-12-29,TOMATOES,701.47,362.74,Spain,RISING,0.268,3.036
2016-12-31,TOMATOES,465.52,321.34,France,STABLE,0.142,2.917
2017-01-02,TOMATOES,693.67,344.66,France,FALLING,0.248,3.098
2017-01-05,WHEAT,332.05,73.01,Germany,FALLING,0.274,2.74
2017-01-06,TOMATOES,583.06,469.48,Spain,VOLATILE,0.389,3.243
2017-01-06,DATES,2575.37,300.9,USA,VOLATILE,0.184,3.469
2017-01-06,OLIVE_OIL,3047.59,52.03,France,STABLE,0.285,2.762
2017-01-09,TOMATOES,568.91,47.79,Italy,STABLE,0.118,3.029
2017-01-09,CITRUS_FRUITS,1045.48,303.5,Italy,VOLATILE,0.292,3.033
2017-01-13,PEPPERS,1020.74,440.38,Netherlands,FALLING,0.291,2.979
2017-01-15,OLIVE_OIL,3246.37,425.69,Spain,STABLE,0.128,3.012
2017-01-16,TOMATOES,715.48,207.2,USA,RISING,0.199,3.034
2017-01-16,DATES,2779.11,222.03,Saudi Arabia,RISING,0.306,3.133
2017-01-16,OLIVE_OIL,2783.28,76.44,Italy,FALLING,0.259,3.002
2017-01-16,TOMATOES,548.43,512.3,Spain,VOLATILE,0.332,3.238
2017-01-16,PEPPERS,882.56,195.5,USA,VOLATILE,0.24,3.108
2017-01-16,WHEAT,318.23,417.37,Saudi Arabia,FALLING,0.396,2.898
2017-01-20,WHEAT,299.54,50.69,Germany,STABLE,0.134,2.887
2017-01-24,CITRUS_FRUITS,692.97,411.86,Spain,RISING,0.066,3.254
2017-01-24,WHEAT,274.43,371.09,France,STABLE,0.313,3.041
2017-01-29,WHEAT,310.39,111.45,Italy,VOLATILE,0.155,3.222
2017-01-30,WHEAT,311.39,174.34,Germany,FALLING,0.192,3.365
2017-01-30,CITRUS_FRUITS,866.08,92.5,Spain,STABLE,0.302,3.185
2017-02-02,CITRUS_FRUITS,863.31,254.31,Saudi Arabia,STABLE,0.063,2.967
2017-02-02,CITRUS_FRUITS,822.87,233.06,Saudi Arabia,FALLING,0.353,2.811
2017-02-03,DATES,2120.04,103.18,France,RISING,0.245,2.926
2017-02-06,OLIVE_OIL,2788.62,52.92,Germany,FALLING,0.254,2.925
2017-02-06,DATES,2672.24,301.82,Netherlands,RISING,0.187,2.904
2017-02-07,CITRUS_FRUITS,1118.4,114.3,France,FALLING,0.284,3.102
2017-02-13,DATES,2454.63,512.65,Netherlands,FALLING,0.135,2.676
2017-02-15,PEPPERS,1012.42,259.81,Spain,RISING,0.173,3.162
2017-02-16,CITRUS_FRUITS,1043.18,73.15,Spain,FALLING,0.263,3.009
2017-02-17,CITRUS_FRUITS,758.51,69.57,USA,FALLING,0.222,3.02
2017-02-17,TOMATOES,631.87,82.42,Netherlands,VOLATILE,0.119,3.142
2017-02-19,PEPPERS,1195.88,467.5,Germany,FALLING,0.063,3.389
2017-02-19,WHEAT,294.61,154.51,Saudi Arabia,RISING,0.309,2.836
2017-02-21,CITRUS_FRUITS,824.54,159.09,France,FALLING,0.265,3.0
2017-02-21,CITRUS_FRUITS,826.64,65.36,Saudi Arabia,STABLE,0.199,3.262
2017-02-21,CITRUS_FRUITS,818.45,397.98,USA,VOLATILE,0.112,2.977
2017-02-23,PEPPERS,1069.54,147.68,Spain,RISING,0.35,2.849
2017-02-25,PEPPERS,940.6,213.46,Spain,STABLE,0.138,3.271
2017-02-25,DATES,2639.33,181.48,Spain,STABLE,0.181,2.891
2017-02-25,DATES,2349.11,93.48,Italy,RISING,0.26,2.812
2017-02-25,DATES,2777.61,207.26,Saudi Arabia,FALLING,0.213,3.043
2017-02-26,PEPPERS,955.29,458.14,Saudi Arabia,RISING,0.067,2.867
2017-02-26,TOMATOES,803.77,134.13,Italy,FALLING,0.203,3.05
2017-02-26,OLIVE_OIL,2509.58,469.94,Saudi Arabia,FALLING,0.397,2.988
2017-02-27,DATES,2191.86,384.13,Germany,FALLING,0.178,2.91
2017-02-27,DATES,1673.87,76.15,Spain,FALLING,0.36,3.187
2017-02-28,DATES,2102.74,227.38,Spain,RISING,0.314,3.029
2017-02-28,DATES,2223.25,254.75,Spain,VOLATILE,0.352,3.084
2017-03-04,CITRUS_FRUITS,908.1,369.82,USA,STABLE,0.15,3.041
2017-03-04,PEPPERS,820.4,108.07,Italy,FALLING,0.073,3.147
2017-03-05,PEPPERS,1416.01,353.84,Spain,STABLE,0.262,2.877
2017-03-05,WHEAT,277.23,375.2,Saudi Arabia,RISING,0.224,2.743
2017-03-06,TOMATOES,723.82,170.38,Spain,RISING,0.072,3.324
2017-03-09,DATES,1852.97,220.75,Germany,VOLATILE,0.341,3.095
2017-03-10,TOMATOES,646.27,193.12,Germany,FALLING,0.31,3.109
2017-03-10,CITRUS_FRUITS,691.88,269.77,Saudi Arabia,VOLATILE,0.163,3.197
2017-03-10,WHEAT,351.95,277.29,Germany,VOLATILE,0.185,3.24
2017-03-11,WHEAT,264.41,320.46,Netherlands,RISING,0.309,2.825
2017-03-11,DATES,2482.4,406.29,Netherlands,RISING,0.218,2.935
2017-03-14,OLIVE_OIL,3232.65,323.15,Italy,VOLATILE,0.305,3.071
2017-03-18,PEPPERS,1458.39,402.54,Italy,FALLING,0.368,3.092
2017-03-20,WHEAT,223.59,239.05,Netherlands,RISING,0.312,2.778
2017-03-20,DATES,2635.89,118.29,Netherlands,RISING,0.199,2.89
2017-03-21,CITRUS_FRUITS,731.63,389.22,Spain,VOLATILE,0.25,2.913
2017-03-21,WHEAT,366.23,124.2,Spain,RISING,0.112,3.113
2017-03-21,CITRUS_FRUITS,1003.11,227.23,Germany,RISING,0.363,2.91
2017-03-23,CITRUS_FRUITS,705.14,264.83,Germany,STABLE,0.321,2.881
2017-03-26,TOMATOES,817.02,464.94,France,FALLING,0.195,2.774
2017-03-26,DATES,2157.32,381.23,Italy,STABLE,0.087,3.218
2017-03-26,DATES,2690.77,151.59,Germany,VOLATILE,0.131,3.013
2017-03-27,TOMATOES,824.15,104.19,USA,FALLING,0.276,3.24
2017-03-27,WHEAT,376.67,316.9,USA,STABLE,0.139,3.019
2017-03-30,PEPPERS,1184.76,82.44,Italy,VOLATILE,0.301,3.075
2017-04-05,PEPPERS,1216.34,388.79,USA,STABLE,0.204,3.191
2017-04-05,TOMATOES,824.41,516.62,France,FALLING,0.38,3.118
2017-04-07,DATES,1950.39,199.94,USA,VOLATILE,0.287,3.086
2017-04-07,WHEAT,340.84,190.63,Spain,FALLING,0.064,2.899
2017-04-08,CITRUS_FRUITS,1049.63,251.88,Saudi Arabia,FALLING,0.08,3.232
2017-04-08,DATES,1961.67,187.28,Italy,FALLING,0.064,2.971
2017-04-09,OLIVE_OIL,2446.87,450.05,Spain,VOLATILE,0.308,2.928
2017-04-09,OLIVE_OIL,2867.11,364.13,Germany,FALLING,0.129,3.339
2017-04-09,PEPPERS,910.54,370.26,France,RISING,0.385,3.21
2017-04-09,CITRUS_FRUITS,833.98,119.83,Italy,FALLING,0.282,2.868
2017-04-13,OLIVE_OIL,2502.79,444.67,Germany,STABLE,0.255,2.926
2017-04-15,TOMATOES,835.79,485.82,Italy,VOLATILE,0.119,3.154
2017-04-15,DATES,2453.96,138.19,USA,VOLATILE,0.236,3.029
2017-04-15,TOMATOES,488.97,424.97,Italy,FALLING,0.256,2.787
2017-04-17,DATES,1992.75,447.89,Italy,FALLING,0.391,3.103
2017-04-25,PEPPERS,1066.4,198.77,USA,VOLATILE,0.146,3.218
2017-04-25,CITRUS_FRUITS,918.18,366.72,USA,STABLE,0.345,3.021
2017-04-25,WHEAT,344.07,503.79,Saudi Arabia,RISING,0.269,3.001
2017-04-25,WHEAT,313.19,233.23,Netherlands,VOLATILE,0.272,3.101
2017-04-25,TOMATOES,688.63,111.93,France,RISING,0.082,2.875
2017-04-26,PEPPERS,800.99,504.16,France,FALLING,0.383,2.93
2017-04-26,PEPPERS,962.22,442.45,Saudi Arabia,FALLING,0.13,3.115
2017-04-26,DATES,2819.22,144.33,Spain,FALLING,0.157,3.175
2017-04-27,PEPPERS,1085.01,398.14,USA,FALLING,0.109,3.174
2017-04-29,CITRUS_FRUITS,1100.83,171.2,USA,STABLE,0.066,2.869
2017-05-02,CITRUS_FRUITS,985.94,505.49,Germany,STABLE,0.161,3.099
2017-05-03,TOMATOES,642.55,48.01,Saudi Arabia,VOLATILE,0.395,2.777
2017-05-04,TOMATOES,560.57,381.22,Saudi Arabia,STABLE,0.205,2.744
2017-05-05,DATES,2413.74,151.95,France,VOLATILE,0.309,3.084
2017-05-05,TOMATOES,796.45,104.04,Italy,RISING,0.345,2.837
2017-05-06,CITRUS_FRUITS,967.38,517.23,Netherlands,RISING,0.199,3.063
2017-05-07,DATES,1970.75,423.06,Saudi Arabia,RISING,0.108,3.065
2017-05-07,CITRUS_FRUITS,716.7,456.37,France,VOLATILE,0.299,3.194
2017-05-07,PEPPERS,885.08,437.3,France,VOLATILE,0.314,2.905
2017-05-07,WHEAT,308.73,328.31,France,VOLATILE,0.389,2.919
2017-05-10,PEPPERS,999.24,414.32,Netherlands,STABLE,0.069,2.822
2017-05-13,OLIVE_OIL,3171.29,150.06,Italy,RISING,0.125,2.902
2017-05-15,WHEAT,298.76,421.11,Germany,STABLE,0.293,3.007
2017-05-16,DATES,2734.23,387.84,Spain,STABLE,0.262,3.255
2017-05-17,CITRUS_FRUITS,887.79,322.08,France,RISING,0.312,3.155
2017-05-17,TOMATOES,873.72,167.01,Saudi Arabia,FALLING,0.262,3.033
2017-05-17,OLIVE_OIL,2305.37,228.67,Netherlands,VOLATILE,0.214,3.036
2017-05-17,PEPPERS,809.35,434.41,Germany,VOLATILE,0.196,3.15
2017-05-21,DATES,2036.95,411.61,Spain,RISING,0.063,2.847
2017-05-21,DATES,2190.55,444.69,Spain,RISING,0.321,3.269
2017-05-24,PEPPERS,1226.95,458.57,Italy,VOLATILE,0.119,3.387
2017-05-25,DATES,2392.39,161.67,France,FALLING,0.28,3.076
2017-05-25,PEPPERS,1078.08,318.33,Saudi Arabia,VOLATILE,0.228,2.763
2017-05-25,OLIVE_OIL,2997.3,500.57,Saudi Arabia,RISING,0.307,3.186
2017-05-26,TOMATOES,614.96,242.13,Netherlands,VOLATILE,0.39,3.175
2017-05-26,WHEAT,386.11,386.74,Spain,FALLING,0.219,3.164
2017-05-26,CITRUS_FRUITS,855.84,363.92,Saudi Arabia,RISING,0.386,3.037
2017-05-27,DATES,2820.02,188.47,Saudi Arabia,RISING,0.213,2.834
2017-05-27,WHEAT,282.27,171.69,Saudi Arabia,FALLING,0.121,2.956
2017-05-28,WHEAT,335.64,203.27,USA,STABLE,0.284,3.166
2017-05-28,TOMATOES,725.01,170.6,Italy,RISING,0.311,3.279
2017-05-31,TOMATOES,857.07,365.86,Italy,STABLE,0.239,3.19
2017-06-02,TOMATOES,536.17,360.62,Germany,FALLING,0.398,3.024
2017-06-02,DATES,2128.09,229.29,France,FALLING,0.371,2.938
2017-06-02,PEPPERS,800.61,241.59,Netherlands,VOLATILE,0.163,3.025
2017-06-02,DATES,2770.8,167.74,Italy,RISING,0.253,3.161
2017-06-03,WHEAT,403.9,352.49,Netherlands,STABLE,0.328,2.837
2017-06-05,OLIVE_OIL,2630.45,69.74,USA,STABLE,0.096,3.001
2017-06-08,WHEAT,314.8,133.6,Netherlands,FALLING,0.374,3.14
2017-06-11,OLIVE_OIL,2601.57,180.23,Saudi Arabia,VOLATILE,0.221,2.961
2017-06-11,OLIVE_OIL,3734.95,490.51,France,RISING,0.397,2.995
2017-06-11,CITRUS_FRUITS,737.87,78.99,Germany,VOLATILE,0.157,3.346
2017-06-11,OLIVE_OIL,3831.79,148.46,Netherlands,RISING,0.246,2.609
2017-06-11,WHEAT,402.9,140.13,Germany,FALLING,0.068,2.853
2017-06-11,OLIVE_OIL,3333.21,255.86,Germany,FALLING,0.223,3.083
2017-06-11,WHEAT,309.82,75.25,France,STABLE,0.218,3.218
2017-06-11,WHEAT,276.86,172.14,France,VOLATILE,0.1,2.843
2017-06-12,CITRUS_FRUITS,791.42,454.63,France,RISING,0.398,3.205
2017-06-12,CITRUS_FRUITS,799.7,462.2,Netherlands,RISING,0.107,2.969
2017-06-12,PEPPERS,1121.44,358.75,USA,STABLE,0.211,3.083
2017-06-12,CITRUS_FRUITS,1022.49,161.92,USA,STABLE,0.181,3.31
2017-06-15,PEPPERS,1212.22,189.72,Italy,FALLING,0.25,2.815
2017-06-17,PEPPERS,995.07,123.5,Netherlands,FALLING,0.236,2.94
2017-06-18,CITRUS_FRUITS,933.88,45.52,USA,VOLATILE,0.316,3.05
2017-06-18,DATES,2005.24,132.72,Saudi Arabia,STABLE,0.32,2.908
2017-06-18,PEPPERS,889.78,226.7,Germany,STABLE,0.187,3.184
2017-06-25,TOMATOES,644.97,471.58,Germany,RISING,0.201,3.178
2017-06-28,DATES,2090.82,399.81,France,STABLE,0.297,2.874
2017-07-01,WHEAT,258.4,246.36,Italy,RISING,0.162,2.803
2017-07-02,TOMATOES,775.97,318.17,USA,VOLATILE,0.068,2.92
2017-07-02,WHEAT,265.47,370.03,Spain,STABLE,0.088,2.735
2017-07-05,WHEAT,320.41,272.3,Spain,VOLATILE,0.376,3.158
2017-07-05,OLIVE_OIL,3089.59,420.57,Spain,VOLATILE,0.069,2.926
2017-07-06,DATES,1676.87,177.84,Netherlands,VOLATILE,0.116,2.672
2017-07-06,CITRUS_FRUITS,749.65,419.76,Spain,RISING,0.145,2.701
2017-07-06,OLIVE_OIL,2424.53,104.27,France,RISING,0.295,2.736
2017-07-11,PEPPERS,1067.79,327.7,France,STABLE,0.063,2.916
2017-07-12,TOMATOES,864.86,62.49,Saudi Arabia,RISING,0.195,3.05
2017-07-20,TOMATOES,742.78,91.18,Netherlands,FALLING,0.139,2.807
2017-07-20,WHEAT,287.26,77.31,Germany,VOLATILE,0.104,3.07
2017-07-20,TOMATOES,763.32,486.32,France,RISING,0.311,3.117
2017-07-21,PEPPERS,837.12,42.19,Netherlands,VOLATILE,0.248,2.913
2017-07-21,CITRUS_FRUITS,668.86,519.95,Saudi Arabia,STABLE,0.338,2.991
2017-07-27,WHEAT,298.89,126.25,Saudi Arabia,VOLATILE,0.16,3.035
2017-07-29,CITRUS_FRUITS,997.52,103.05,France,STABLE,0.396,3.077
2017-07-29,DATES,2133.58,225.89,France,VOLATILE,0.335,2.805
2017-07-29,CITRUS_FRUITS,1005.45,79.68,Netherlands,RISING,0.302,3.026
2017-07-29,TOMATOES,556.59,368.36,Netherlands,STABLE,0.397,2.912
2017-07-31,OLIVE_OIL,2745.7,37.24,Italy,STABLE,0.16,2.854
2017-07-31,OLIVE_OIL,2839.66,519.55,USA,STABLE,0.113,2.971
2017-08-04,CITRUS_FRUITS,666.9,261.9,Italy,STABLE,0.373,2.857
2017-08-05,OLIVE_OIL,3623.7,458.22,USA,FALLING,0.204,2.859
2017-08-07,DATES,1951.49,66.9,France,FALLING,0.396,2.928
2017-08-07,PEPPERS,1150.48,511.37,Italy,FALLING,0.286,2.909
2017-08-12,CITRUS_FRUITS,764.15,224.73,Netherlands,RISING,0.285,3.282
2017-08-13,WHEAT,284.55,415.74,Spain,FALLING,0.088,2.717
2017-08-13,DATES,2367.26,384.09,Spain,STABLE,0.172,2.938
2017-08-13,TOMATOES,593.3,290.89,Germany,FALLING,0.277,3.046
2017-08-14,WHEAT,246.88,222.78,Saudi Arabia,RISING,0.283,2.812
2017-08-14,TOMATOES,633.24,503.7,France,VOLATILE,0.2,3.457
2017-08-15,TOMATOES,582.2,310.42,Germany,VOLATILE,0.069,2.921
2017-08-15,OLIVE_OIL,3330.38,395.15,Italy,VOLATILE,0.232,2.944
2017-08-15,WHEAT,332.66,333.63,USA,FALLING,0.313,2.888
2017-08-16,DATES,2019.77,337.03,Spain,RISING,0.203,2.737
2017-08-21,TOMATOES,495.26,313.24,Spain,VOLATILE,0.342,3.237
2017-08-22,WHEAT,259.2,104.75,USA,RISING,0.235,2.998
2017-08-26,OLIVE_OIL,4007.26,103.48,Spain,VOLATILE,0.173,2.89
2017-08-29,CITRUS_FRUITS,733.62,400.35,Germany,FALLING,0.108,2.971
2017-08-29,CITRUS_FRUITS,721.23,430.22,France,STABLE,0.28,3.038
2017-09-01,DATES,2253.33,367.36,Germany,FALLING,0.261,3.034
2017-09-01,OLIVE_OIL,2983.85,512.72,Netherlands,FALLING,0.148,2.929
2017-09-01,CITRUS_FRUITS,792.42,381.15,Netherlands,STABLE,0.226,3.201
2017-09-07,PEPPERS,870.61,71.08,France,RISING,0.2,3.147
2017-09-08,WHEAT,297.23,391.43,Saudi Arabia,FALLING,0.202,2.728
2017-09-08,OLIVE_OIL,4031.41,331.4,Netherlands,VOLATILE,0.146,2.919
2017-09-09,TOMATOES,758.3,281.42,Netherlands,RISING,0.289,2.9
2017-09-10,DATES,2459.24,54.88,Germany,FALLING,0.1,2.945
2017-09-10,PEPPERS,972.71,287.12,Netherlands,FALLING,0.286,3.094
2017-09-11,TOMATOES,647.83,411.17,USA,VOLATILE,0.226,2.83
2017-09-11,PEPPERS,1279.76,79.65,Germany,STABLE,0.147,3.05
2017-09-11,WHEAT,429.59,212.4,Germany,RISING,0.142,3.108
2017-09-12,TOMATOES,668.41,464.92,Saudi Arabia,FALLING,0.17,2.97
2017-09-16,TOMATOES,630.7,251.74,Saudi Arabia,RISING,0.174,3.423
2017-09-17,DATES,2421.88,378.64,France,STABLE,0.143,3.003
2017-09-17,PEPPERS,919.03,433.14,Spain,STABLE,0.379,3.019
2017-09-19,CITRUS_FRUITS,830.8,131.75,Germany,FALLING,0.201,3.161
2017-09-19,TOMATOES,732.68,243.02,USA,RISING,0.291,2.756
2017-09-19,DATES,2517.0,54.42,USA,FALLING,0.281,2.957
2017-09-21,DATES,1731.76,62.01,Netherlands,FALLING,0.24,2.882
2017-09-22,CITRUS_FRUITS,686.59,291.48,France,STABLE,0.381,2.89
2017-09-22,PEPPERS,1010.62,460.53,USA,FALLING,0.194,3.097
2017-09-27,TOMATOES,699.19,438.22,Spain,FALLING,0.114,3.036
2017-09-30,CITRUS_FRUITS,864.67,449.26,Italy,STABLE,0.323,3.119
2017-09-30,OLIVE_OIL,2833.22,120.23,Spain,VOLATILE,0.178,2.87
2017-10-04,WHEAT,318.46,446.35,USA,VOLATILE,0.172,3.13
2017-10-06,TOMATOES,713.55,450.1,Spain,VOLATILE,0.392,3.024
2017-10-06,DATES,2175.86,281.57,Spain,FALLING,0.141,2.874
2017-10-06,PEPPERS,875.06,113.75,Saudi Arabia,RISING,0.094,2.764
2017-10-06,WHEAT,352.86,505.26,USA,VOLATILE,0.286,3.145
2017-10-09,WHEAT,274.83,405.32,Saudi Arabia,FALLING,0.391,3.224
2017-10-09,OLIVE_OIL,2703.59,412.84,USA,VOLATILE,0.34,2.859
2017-10-13,CITRUS_FRUITS,927.63,387.24,Italy,STABLE,0.149,2.936
2017-10-13,PEPPERS,1077.84,152.19,Netherlands,FALLING,0.373,3.04
2017-10-13,DATES,1808.81,116.79,USA,FALLING,0.3,2.681
2017-10-13,OLIVE_OIL,3089.19,191.49,Italy,STABLE,0.299,2.959
2017-10-13,CITRUS_FRUITS,924.57,438.7,Italy,FALLING,0.369,3.082
2017-10-14,WHEAT,311.73,409.7,Germany,STABLE,0.321,2.759
2017-10-15,PEPPERS,1000.58,460.28,USA,VOLATILE,0.111,3.246
2017-10-15,DATES,2700.56,501.17,France,FALLING,0.077,3.128
2017-10-15,TOMATOES,667.51,275.64,Netherlands,VOLATILE,0.107,3.089
2017-10-17,DATES,2710.31,32.53,Germany,RISING,0.373,2.936
2017-10-17,TOMATOES,425.43,349.75,France,VOLATILE,0.122,2.985
2017-10-17,WHEAT,404.18,273.52,France,VOLATILE,0.177,3.013
2017-10-18,PEPPERS,1004.6,371.94,Italy,RISING,0.215,2.991
2017-10-21,CITRUS_FRUITS,916.7,487.2,France,VOLATILE,0.337,2.937
2017-10-21,TOMATOES,624.41,129.02,Netherlands,FALLING,0.267,2.818
2017-10-21,TOMATOES,607.53,156.13,Spain,FALLING,0.287,3.054
2017-10-25,TOMATOES,702.99,398.54,USA,RISING,0.196,2.901
2017-10-30,OLIVE_OIL,3743.85,249.02,Germany,FALLING,0.104,2.952
2017-11-02,PEPPERS,1096.08,407.66,Saudi Arabia,STABLE,0.362,2.949
2017-11-02,DATES,2782.91,271.86,Netherlands,FALLING,0.238,3.286
2017-11-02,TOMATOES,560.56,378.35,USA,FALLING,0.115,3.078
2017-11-07,OLIVE_OIL,2419.08,336.73,Italy,RISING,0.226,3.011
2017-11-07,TOMATOES,737.3,65.96,Spain,VOLATILE,0.145,2.804
2017-11-07,WHEAT,368.16,220.6,France,FALLING,0.285,2.647
2017-11-07,TOMATOES,561.84,361.52,USA,FALLING,0.138,2.821
2017-11-07,OLIVE_OIL,3744.4,381.05,Germany,VOLATILE,0.264,3.024
2017-11-07,DATES,1750.22,283.14,Netherlands,FALLING,0.363,3.115
2017-11-09,OLIVE_OIL,3746.72,165.13,Netherlands,FALLING,0.31,2.892
2017-11-20,TOMATOES,535.48,416.12,France,FALLING,0.359,3.073
2017-11-20,DATES,1912.9,313.02,Netherlands,RISING,0.353,3.083
2017-11-20,CITRUS_FRUITS,1033.65,27.31,Netherlands,FALLING,0.24,3.605
2017-11-22,OLIVE_OIL,2778.66,307.58,Netherlands,STABLE,0.305,2.811
2017-11-30,OLIVE_OIL,3136.97,518.13,USA,FALLING,0.385,2.993
2017-12-02,TOMATOES,676.72,376.2,Spain,FALLING,0.354,2.926
2017-12-02,DATES,1954.0,84.61,Italy,FALLING,0.374,2.711
2017-12-05,CITRUS_FRUITS,1042.26,505.49,Netherlands,FALLING,0.066,3.035
2017-12-06,TOMATOES,575.91,506.69,Italy,FALLING,0.263,3.243
2017-12-08,WHEAT,341.96,74.39,Italy,STABLE,0.103,3.31
2017-12-09,WHEAT,373.02,449.8,France,STABLE,0.377,2.916
2017-12-09,OLIVE_OIL,2818.97,64.37,Netherlands,FALLING,0.252,2.797
2017-12-09,WHEAT,338.39,374.76,France,VOLATILE,0.156,3.196
2017-12-15,TOMATOES,683.67,124.67,Germany,VOLATILE,0.144,3.04
2017-12-23,TOMATOES,719.29,328.67,Germany,VOLATILE,0.217,3.119
2018-01-03,TOMATOES,548.59,151.35,Spain,STABLE,0.249,3.037
2018-01-03,DATES,2952.95,63.67,Spain,VOLATILE,0.189,3.042
2018-01-05,PEPPERS,724.97,195.88,France,VOLATILE,0.071,3.359
2018-01-06,WHEAT,338.21,121.14,Spain,RISING,0.172,2.869
2018-01-06,TOMATOES,749.33,52.87,France,FALLING,0.268,2.905
2018-01-06,TOMATOES,794.91,317.24,Saudi Arabia,STABLE,0.317,3.084
2018-01-06,DATES,3273.39,74.1,Germany,STABLE,0.204,3.105
2018-01-07,TOMATOES,819.24,360.24,Germany,RISING,0.268,3.02
2018-01-07,DATES,2203.57,358.16,Netherlands,STABLE,0.217,3.08
2018-01-07,OLIVE_OIL,3307.05,143.68,Italy,FALLING,0.099,2.949
2018-01-08,DATES,1523.05,28.52,Spain,STABLE,0.298,3.011
2018-01-14,TOMATOES,647.95,341.5,Netherlands,STABLE,0.319,3.373
2018-01-14,PEPPERS,1000.99,233.91,Saudi Arabia,STABLE,0.381,3.082
2018-01-15,TOMATOES,613.6,431.98,Italy,VOLATILE,0.379,3.05
2018-01-15,PEPPERS,848.87,460.06,Spain,VOLATILE,0.379,2.85
2018-01-18,OLIVE_OIL,2715.77,483.88,Netherlands,STABLE,0.307,3.018
2018-01-18,DATES,2032.39,221.14,Germany,VOLATILE,0.352,2.953
2018-01-20,DATES,1855.88,41.31,Spain,STABLE,0.22,3.027
2018-01-21,DATES,1825.69,267.43,Netherlands,STABLE,0.398,3.042
2018-01-24,WHEAT,401.01,180.96,Spain,RISING,0.277,3.058
2018-01-25,DATES,1751.05,224.82,Netherlands,FALLING,0.302,3.258
2018-01-25,PEPPERS,1328.84,474.46,France,RISING,0.226,2.701
2018-01-27,CITRUS_FRUITS,611.68,492.21,Spain,STABLE,0.382,2.805
2018-01-28,TOMATOES,816.46,133.36,USA,RISING,0.216,3.227
2018-01-28,WHEAT,413.86,175.13,Germany,RISING,0.271,3.21
2018-01-29,CITRUS_FRUITS,909.08,504.93,Italy,VOLATILE,0.116,2.829
2018-02-01,CITRUS_FRUITS,836.12,301.94,Netherlands,RISING,0.194,3.185
2018-02-01,WHEAT,364.96,334.22,Spain,VOLATILE,0.209,2.965
2018-02-03,PEPPERS,867.85,195.16,Germany,RISING,0.377,3.153
2018-02-07,TOMATOES,542.73,512.78,Spain,STABLE,0.071,3.102
2018-02-07,DATES,2199.14,433.79,Saudi Arabia,VOLATILE,0.256,3.085
2018-02-09,DATES,1936.4,104.7,Italy,STABLE,0.119,2.776
2018-02-11,WHEAT,311.47,368.79,USA,VOLATILE,0.258,3.097
2018-02-11,WHEAT,301.99,353.99,Germany,VOLATILE,0.176,3.164
2018-02-11,TOMATOES,568.21,293.64,USA,VOLATILE,0.183,3.025
2018-02-11,CITRUS_FRUITS,1081.44,346.54,Netherlands,FALLING,0.157,2.814
2018-02-14,DATES,2028.2,437.97,Italy,FALLING,0.178,2.896
2018-02-14,OLIVE_OIL,3011.38,97.62,Netherlands,RISING,0.398,3.223
2018-02-14,DATES,2851.36,450.7,Netherlands,RISING,0.161,2.759
2018-02-14,PEPPERS,1327.79,480.92,Italy,FALLING,0.2,2.705
2018-02-14,OLIVE_OIL,2821.64,225.7,Germany,RISING,0.094,3.028
2018-02-14,PEPPERS,869.08,149.04,France,VOLATILE,0.273,2.698
2018-02-14,CITRUS_FRUITS,780.81,490.42,Italy,FALLING,0.191,3.37
2018-02-14,DATES,3136.7,438.73,USA,FALLING,0.196,2.858
2018-02-16,WHEAT,287.68,220.36,Germany,FALLING,0.197,3.106
